User Input,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Top 3 returned FAQ with Confidence Scores,Associated URL
How many texts included with pay as you go one ,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.16425, 'Who can get VeryMe Rewards? ': 0.0194, 'How can I top up my phone or another number? ': 0.01884}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
How much is a pay as you go 1 plan,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.01732, 'How much will it cost to repair my device? ': 0.01121, 'I want to find help or information about VOXI ': 0.01116}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
Do I pay a fee for pay as you go 1,Where can I find more information about Pay as you go 1?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.03627, 'Who can get VeryMe Rewards? ': 0.02037, 'How can I top up my phone or another number? ': 0.01957}",https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Understanding-Pay-as-you-go-/1479618552/Where-can-I-find-more-information-about-Pay-as-you-go-1.htm
What is my imei,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.10045, 'I want to cancel the insurance for my device ': 0.04293}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
how do i find my imei number,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.17623, 'I want to cancel the insurance for my device ': 0.03647, 'How do I find my SIM number or EID? ': 0.01739}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
IMEI number confirmation,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.02255, 'I want to cancel the insurance for my device ': 0.02112, 'How do I change the length of time before a call goes to voicemail? ': 0.01416}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
where do i see my imei number,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.03533, 'I want to cancel the insurance for my device ': 0.0296, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.02243}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
I need my imei number ,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.07976, 'I want to cancel the insurance for my device ': 0.03179, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.01572}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
Can you send me my IMEI please,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.03688, 'I want to cancel the insurance for my device ': 0.02277, 'How does Message+ work? ': 0.00853}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
I want to find out what my imei is,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.07003, 'I want to cancel the insurance for my device ': 0.03377, 'How can I top up my phone or another number? ': 0.0132}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
Give me my imei,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.0611, 'I want to cancel the insurance for my device ': 0.03012, 'How do I cancel my Secure Net subscription? ': 0.01201}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
How do I locate my imei on my device,How do I get my IMEI number?,I want to cancel the insurance for my device ,Y,"{'I want to cancel the insurance for my device ': 0.05966, 'How do I get my IMEI number? ': 0.03976, 'How does Vodafone OneNumber work across my devices? ': 0.01111}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
Where is my IMEI,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.14525, 'I want to cancel the insurance for my device ': 0.04719}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
What is IMEI,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.15538, 'I want to cancel the insurance for my device ': 0.03735}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
Help me with IMEI number,How do I get my IMEI number?,How do I get my IMEI number? ,Y,"{'How do I get my IMEI number? ': 0.06215, 'I want to cancel the insurance for my device ': 0.03344, 'Why am I seeing the wrong number when using iMessage or FaceTime? ': 0.0137}",https://support.vodafone.co.uk/Phones-devices/Unlocking-a-device/1464014902/How-do-I-get-my-IMEI-number.htm
whats the point of 5g data,What is 5G?,What's the difference between 4G and 5G? ,Y,"{""What's the difference between 4G and 5G? "": 0.07275, 'What is 5G? ': 0.01461, 'How can I find out about the 3G switch-off?\u202f ': 0.01297}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
what is 5g? ,What is 5G?,What's the difference between 4G and 5G? ,Y,"{""What's the difference between 4G and 5G? "": 0.02766, 'What is 5G? ': 0.02375, 'How do I manage my dual-SIM phone? ': 0.01231}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
what are 5g plans,What is 5G?,What is 5G? ,Y,"{'What is 5G? ': 0.01708, ""What's the difference between 4G and 5G? "": 0.01437, 'Can I use my own router with Vodafone broadband? ': 0.01036}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
is 5g faster than 4G ,What is 5G?,What's the difference between 4G and 5G? ,Y,"{""What's the difference between 4G and 5G? "": 0.14007, 'What is 5G? ': 0.05478, 'What is 4G Calling (VoLTE)?  ': 0.0189}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
do I have 5G available to me,What is 5G?,What is 5G? ,Y,"{'What is 5G? ': 0.02667, 'How do I manage my dual-SIM phone? ': 0.01874, ""What's the difference between 4G and 5G? "": 0.01758}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
"I can see 5G on my phone, what is it?",What is 5G?,What is 5G? ,Y,"{'What is 5G? ': 0.11668, ""What's the difference between 4G and 5G? "": 0.06961, 'How does Message+ work? ': 0.02502}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
Can you explain what 5G is?,What is 5G?,What's the difference between 4G and 5G? ,Y,"{""What's the difference between 4G and 5G? "": 0.01975, 'What is 5G? ': 0.01844, 'How do I manage my dual-SIM phone? ': 0.00796}",https://support.vodafone.co.uk/Phones-devices/5G/1464009912/What-is-5G.htm
How much to use the vodafone app,Is the My Vodafone app free to use?,How can I top up my phone or another number? ,Y,"{'How can I top up my phone or another number? ': 0.01559, 'Is the My Vodafone app free to use? ': 0.01516, 'How do I switch off data on my phone? ': 0.01365}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
Can i use my vodafone app for free,Is the My Vodafone app free to use?,Is the My Vodafone app free to use? ,Y,"{'Is the My Vodafone app free to use? ': 0.03161, 'How can I top up my phone or another number? ': 0.02409, 'How do I manage my dual-SIM phone? ': 0.01317}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
Does it cost to use your app,Is the My Vodafone app free to use?,How can I top up my phone or another number? ,Y,"{'How can I top up my phone or another number? ': 0.02057, 'Is the My Vodafone app free to use? ': 0.01535, 'How do I set up WiFi Calling? ': 0.01462}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
I'd ike to use my vodafone app free of charge,Is the My Vodafone app free to use?,Is the My Vodafone app free to use? ,Y,"{'Is the My Vodafone app free to use? ': 0.02436, 'How can I top up my phone or another number? ': 0.01779, 'I’m having problems with my phone battery ': 0.01029}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
Is it free to use my vodafone,Is the My Vodafone app free to use?,What's my phone number? ,N,"{""What's my phone number? "": 0.03376, 'How do I make a claim on my insurance? ': 0.02798, 'How do I set up conference calling? ': 0.02659}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
does it cost anything to use my vodafone on my phone,Is the My Vodafone app free to use?,Where can I find more information about Pay as you go 1? ,N,"{'Where can I find more information about Pay as you go 1? ': 0.03054, 'How much will it cost to repair my device? ': 0.02559, 'Where can I call with Vodafone International? ': 0.02196}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
"I'd like to download my vodafone, is it free?",Is the My Vodafone app free to use?,Is the My Vodafone app free to use? ,Y,"{'Is the My Vodafone app free to use? ': 0.08004, 'How can I top up my phone or another number? ': 0.0228, ""What's the difference between internet sync speed and download speed? "": 0.02132}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
Have I been charged for using my vodafone app,Is the My Vodafone app free to use?,Is the My Vodafone app free to use? ,Y,"{'Is the My Vodafone app free to use? ': 0.06654, 'How can I top up my phone or another number? ': 0.02226, 'How do I manage my dual-SIM phone? ': 0.01522}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
What is the fee to use my vodafone,Is the My Vodafone app free to use?,Where can I find more information about Pay as you go 1? ,N,"{'Where can I find more information about Pay as you go 1? ': 0.03014, 'I’m having problems with my phone battery ': 0.01356, 'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.01073}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
is there a fee associated with using my vodafone app,Is the My Vodafone app free to use?,How can I top up my phone or another number? ,Y,"{'How can I top up my phone or another number? ': 0.02144, 'Is the My Vodafone app free to use? ': 0.01849, 'How do I manage my dual-SIM phone? ': 0.01492}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
is vodafone mobile app free to use,Is the My Vodafone app free to use?,Is the My Vodafone app free to use? ,Y,"{'Is the My Vodafone app free to use? ': 0.03095, 'How can I top up my phone or another number? ': 0.02529, 'How do I manage my Vodafone router settings? ': 0.02165}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
do i need to pay to install my vodafone app,Is the My Vodafone app free to use?,Is the My Vodafone app free to use? ,Y,"{'Is the My Vodafone app free to use? ': 0.06117, 'How does Message+ work? ': 0.02552, 'How can I top up my phone or another number? ': 0.01497}",https://support.vodafone.co.uk/Phones-devices/My-Vodafone-app/1464010002/Is-the-My-Vodafone-app-free-to-use.htm
